goos: linux
goarch: amd64
pkg: github.com/ethereum/go-ethereum/core/vm
BenchmarkPrecompiledBn256Add/cdetrio11-Gas=150-24                          	  162942	     37226 ns/op	       150 gas/op	         4.02 mgas/s	     784 B/op	      16 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio12-Gas=150-24                          	  160092	     37300 ns/op	       150 gas/op	         4.02 mgas/s	     784 B/op	      16 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio13-Gas=150-24                          	  162066	     37066 ns/op	       150 gas/op	         4.04 mgas/s	     784 B/op	      16 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio14-Gas=150-24                          	 1000000	      5290 ns/op	       150 gas/op	        28.4 mgas/s	     752 B/op	      15 allocs/op
BenchmarkPrecompiledBn256Fp12Mul/Pair(2*g1,_g2)_*_Pair(3*g1,_g2)_==_Pair(5*g1,_g2)-Gas=100000-24         	  263426	     22079 ns/op	    100000 gas/op	      4529 mgas/s	    1544 B/op	       5 allocs/op
BenchmarkPrecompiledBn256Fp12Mul/Pair(g1,_3*g2)_*_Pair(g1,_5*g2)_==_Pair(g1,_8*g2)-Gas=100000-24         	  273028	     21848 ns/op	    100000 gas/op	      4577 mgas/s	    1544 B/op	       5 allocs/op
BenchmarkPrecompiledBn256Fp12Mul/Pair(2*g1,_3*g2)_*_Pair(3*g1,_5*g2)_==_Pair(g1,_21*g2)-Gas=100000-24    	  268252	     21917 ns/op	    100000 gas/op	      4563 mgas/s	    1544 B/op	       5 allocs/op
BenchmarkPrecompiledBn256Fp12Mul/Pair(x*g1,_g2)_*_Pair(y*g1,_g2)_==_Pair((x+y)g1,_g2)-Gas=100000-24      	  264799	     21921 ns/op	    100000 gas/op	      4562 mgas/s	    1544 B/op	       5 allocs/op
BenchmarkPrecompiledBn256ScalarMul/chfast1-Gas=6000-24                                                   	   24878	    201693 ns/op	      6000 gas/op	        29.7 mgas/s	    1288 B/op	      26 allocs/op
BenchmarkPrecompiledBn256ScalarMul/chfast2-Gas=6000-24                                                   	   27368	    218531 ns/op	      6000 gas/op	        27.4 mgas/s	    1497 B/op	      29 allocs/op
BenchmarkPrecompiledBn256ScalarMul/chfast3-Gas=6000-24                                                   	   28347	    210814 ns/op	      6000 gas/op	        28.5 mgas/s	    1497 B/op	      29 allocs/op
BenchmarkPrecompiledBn256ScalarMul/cdetrio1-Gas=6000-24                                                  	   26650	    223830 ns/op	      6000 gas/op	        26.8 mgas/s	    1521 B/op	      28 allocs/op
BenchmarkPrecompiledBn256ScalarMul/cdetrio6-Gas=6000-24                                                  	   26650	    223618 ns/op	      6000 gas/op	        26.8 mgas/s	    1521 B/op	      28 allocs/op
BenchmarkPrecompiledBn256ScalarMul/cdetrio11-Gas=6000-24                                                 	   26719	    224398 ns/op	      6000 gas/op	        26.7 mgas/s	    1521 B/op	      28 allocs/op
BenchmarkPrecompiledBn256Pairing/jeff1-Gas=113000-24                                                     	     891	   6662228 ns/op	    113000 gas/op	        17.0 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBn256Pairing/jeff2-Gas=113000-24                                                     	     908	   6673120 ns/op	    113000 gas/op	        16.9 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBn256Pairing/jeff3-Gas=113000-24                                                     	     896	   7417286 ns/op	    113000 gas/op	        15.2 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBn256Pairing/jeff4-Gas=147000-24                                                     	     541	  11000951 ns/op	    147000 gas/op	        13.4 mgas/s	  152576 B/op	    1458 allocs/op
BenchmarkPrecompiledBn256Pairing/jeff5-Gas=147000-24                                                     	     547	  10936247 ns/op	    147000 gas/op	        13.4 mgas/s	  152576 B/op	    1458 allocs/op
BenchmarkPrecompiledBn256Pairing/jeff6-Gas=113000-24                                                     	     736	   7147967 ns/op	    113000 gas/op	        15.8 mgas/s	  103921 B/op	     979 allocs/op
BenchmarkPrecompiledBn256Pairing/empty_data-Gas=45000-24                                                 	    2768	   2129689 ns/op	     45000 gas/op	        21.1 mgas/s	    6784 B/op	      24 allocs/op
BenchmarkPrecompiledBn256Pairing/one_point-Gas=79000-24                                                  	    1371	   4400186 ns/op	     79000 gas/op	        17.9 mgas/s	   55328 B/op	     501 allocs/op
BenchmarkPrecompiledBn256Pairing/two_point_match_2-Gas=113000-24                                         	     891	   6747757 ns/op	    113000 gas/op	        16.7 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBn256Pairing/two_point_match_3-Gas=113000-24                                         	     892	   7399345 ns/op	    113000 gas/op	        15.3 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBn256Pairing/two_point_match_4-Gas=113000-24                                         	     734	   8185152 ns/op	    113000 gas/op	        13.8 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBn256Pairing/ten_point_match_1-Gas=385000-24                                         	     196	  30418316 ns/op	    385000 gas/op	        12.7 mgas/s	  492882 B/op	    4794 allocs/op
BenchmarkPrecompiledBn256Pairing/ten_point_match_2-Gas=385000-24                                         	     196	  30336856 ns/op	    385000 gas/op	        12.7 mgas/s	  492881 B/op	    4794 allocs/op
BenchmarkPrecompiledBn256Pairing/ten_point_match_3-Gas=113000-24                                         	     738	   8194081 ns/op	    113000 gas/op	        13.8 mgas/s	  103952 B/op	     980 allocs/op
BenchmarkPrecompiledBlake2F/vector_4-Gas=0-24                                                            	21881386	       278 ns/op	         0 gas/op	         0 mgas/s	      64 B/op	       1 allocs/op
BenchmarkPrecompiledBlake2F/vector_5-Gas=12-24                                                           	10417230	       583 ns/op	        12.0 gas/op	        20.6 mgas/s	      64 B/op	       1 allocs/op
BenchmarkPrecompiledBlake2F/vector_6-Gas=12-24                                                           	10239409	       583 ns/op	        12.0 gas/op	        20.6 mgas/s	      64 B/op	       1 allocs/op
BenchmarkPrecompiledBlake2F/vector_7-Gas=1-24                                                            	19000928	       310 ns/op	         1.00 gas/op	         3.23 mgas/s	      64 B/op	       1 allocs/op
BenchmarkPrecompiledBlake2F/vector_8-Gas=8000000-24                                                      	      31	 166974109 ns/op	   8000000 gas/op	        47.9 mgas/s	      64 B/op	       1 allocs/op
BenchmarkPrecompiledBLS12381G1Add/bls_g1add_(g1+g1=2*g1)-Gas=600-24                                      	  222372	     26372 ns/op	       600 gas/op	        22.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/bls_g1add_(2*g1+3*g1=5*g1)-Gas=600-24                                  	  223878	     26641 ns/op	       600 gas/op	        22.5 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/bls_g1add_(inf+g1=g1)-Gas=600-24                                       	 1000000	      5584 ns/op	       600 gas/op	       107 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/bls_g1add_(inf+inf=inf)-Gas=600-24                                     	 1686639	      4012 ns/op	       600 gas/op	       150 mgas/s	    1520 B/op	      25 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_0-Gas=600-24                                             	  188860	     31866 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_1-Gas=600-24                                             	  184958	     32002 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_2-Gas=600-24                                             	  186950	     32128 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_3-Gas=600-24                                             	  184218	     32030 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_4-Gas=600-24                                             	  187923	     32060 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_5-Gas=600-24                                             	  192490	     32051 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_6-Gas=600-24                                             	  190209	     31839 ns/op	       600 gas/op	        18.8 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_7-Gas=600-24                                             	  187365	     32099 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
BenchmarkPrecompiledBLS12381G1Add/matter_g1_add_8-Gas=600-24                                             	  182037	     32148 ns/op	       600 gas/op	        18.7 mgas/s	    1616 B/op	      27 allocs/op
